Level,Ionization_Mode,DTXSID,Preferred_Name,MS_READY_DTXCID,MS_READY_FORMULA,MS_READY_MONOISOTOPIC_MASS,MS_READY_SMILES,mean_RT,Observed_Isomer,Isomer_Number,Isomer_Order,Spike_Conc,mean_Intensity,std_Intensity,SMILES,Molar_Conc,Intensity,Response_Factor,Log_Pred_Ionization_Eff,Log_Pred_Response_Factor,Predicted_Conc,Predicted_Conc_uM
Mid,Esi+,DTXSID1020142,"6-Phenyl-1,3,5-triazine-2,4-diamine",DTXCID50142,C9H9N5,187.0857953,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,1.58,0,,,0.122,7543777,,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,0.000000122,7543777,6.18342E+13,1.913258458,13.21016408,4.6497E-07,0.464969821
Low,Esi+,DTXSID1020142,"6-Phenyl-1,3,5-triazine-2,4-diamine",DTXCID50142,C9H9N5,187.0857953,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,1.58,0,,,0.024,1221535,,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,0.000000024,1221535,5.08973E+13,1.913258458,13.21016408,7.52908E-08,0.075290787
High,Esi+,DTXSID6021373,Triamterene,DTXCID001373,C12H11N7,253.1075934,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,1.62,0,,,0.49,27946186,,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,,27946186,,2.72585,13.52958345,8.25542E-07,0.825541848
Mid,Esi+,DTXSID6021373,Triamterene,DTXCID001373,C12H11N7,253.1075934,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,1.62,0,,,0.122,8071137,,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,,8071137,,2.72585,13.52958345,2.38425E-07,0.238424712
Low,Esi+,DTXSID6021373,Triamterene,DTXCID001373,C12H11N7,253.1075934,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,1.62,0,,,0.024,1397684,,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,,1397684,,2.72585,13.52958345,4.12882E-08,0.041288161
High,Esi+,DTXSID3024491,2-Amino-6-nitrobenzothiazole,DTXCID304491,C7H5N3O2S,195.0102476,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,2.52,0,,,0.49,2840257,451008,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,,2840257,,1.143738329,12.90767552,3.51303E-07,0.351303207
Mid,Esi+,DTXSID3024491,2-Amino-6-nitrobenzothiazole,DTXCID304491,C7H5N3O2S,195.0102476,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,2.52,0,,,0.122,1312552,53393,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,,1312552,,1.143738329,12.90767552,1.62346E-07,0.162345776
Low,Esi+,DTXSID3024491,2-Amino-6-nitrobenzothiazole,DTXCID304491,C7H5N3O2S,195.0102476,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,2.52,0,,,0.024,278223,8607,NC1=NC2=CC=C(C=C2S1)[N+]([O-])=O,,278223,,1.143738329,12.90767552,3.44126E-08,0.034412601
High,Esi+,DTXSID5047291,CI-1044,DTXCID90210212,C23H19N5O2,397.1538749,Nc1cc2CCN3c2c(c1)C(=NC(NC(=O)c1cccnc1)C3=O)c1ccccc1,3.23,0,,,0.49,14541740,,Nc1cc2CCN3c2c(c1)C(=NC(NC(=O)c1cccnc1)C3=O)c1ccccc1,,14541740,,3.55439612,13.85527437,2.02928E-07,0.202928015
Mid,Esi+,DTXSID5047291,CI-1044,DTXCID90210212,C23H19N5O2,397.1538749,Nc1cc2CCN3c2c(c1)C(=NC(NC(=O)c1cccnc1)C3=O)c1ccccc1,3.23,0,,,0.122,4740671,,Nc1cc2CCN3c2c(c1)C(=NC(NC(=O)c1cccnc1)C3=O)c1ccccc1,,4740671,,3.55439612,13.85527437,6.61554E-08,0.066155423
Low,Esi+,DTXSID5047291,CI-1044,DTXCID90210212,C23H19N5O2,397.1538749,Nc1cc2CCN3c2c(c1)C(=NC(NC(=O)c1cccnc1)C3=O)c1ccccc1,3.23,0,,,0.024,936037,,Nc1cc2CCN3c2c(c1)C(=NC(NC(=O)c1cccnc1)C3=O)c1ccccc1,,936037,,3.55439612,13.85527437,1.30623E-08,0.01306227
High,Esi+,DTXSID9021182,Praziquantel,DTXCID501182,C19H24N2O2,312.183778,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,7.33,0,,,0.49,24472528,,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,,24472528,,3.732009741,13.92509202,2.90795E-07,0.29079492
Mid,Esi+,DTXSID9021182,Praziquantel,DTXCID501182,C19H24N2O2,312.183778,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,7.33,0,,,0.122,6456586,,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,,6456586,,3.732009741,13.92509202,7.67204E-08,0.076720411
Low,Esi+,DTXSID9021182,Praziquantel,DTXCID501182,C19H24N2O2,312.183778,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,7.33,0,,,0.024,1348449,,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,,1348449,,3.732009741,13.92509202,1.6023E-08,0.016022951
High,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.06,1,1,First,0.49,24260936,3221063,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,24260936,,2.660825523,13.50402316,7.60124E-07,0.760123909
High,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.22,1,2,Second,0.49,4156122,1696165,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,4156122,,2.660825523,13.50402316,1.30216E-07,0.130216233
High,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.38,1,3,Third,0.49,6256036,2950553,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,6256036,,2.660825523,13.50402316,1.96009E-07,0.19600903
Mid,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.06,1,1,First,0.122,7482672,615070,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,7482672,,2.660825523,13.50402316,2.34441E-07,0.234440991
Mid,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.22,1,2,Second,0.122,1121970,321118,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,1121970,,2.660825523,13.50402316,3.51527E-08,0.035152651
Mid,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.38,1,3,Third,0.122,1903635,339896,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,1903635,,2.660825523,13.50402316,5.96431E-08,0.059643143
Low,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.06,1,1,First,0.024,1358580,136789,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,1358580,,2.660825523,13.50402316,4.25659E-08,0.042565923
Low,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.22,1,2,Second,0.024,258994,27477,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,258994,,2.660825523,13.50402316,8.11459E-09,0.008114589
Low,Esi+,DTXSID3021805,Piperine,DTXCID00809656,C17H19NO3,285.1364935,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,8.38,1,3,Third,0.024,447130,41421,O=C(C=CC=CC1=CC2=C(OCO2)C=C1)N1CCCCC1,,447130,,2.660825523,13.50402316,1.40091E-08,0.014009113
High,Esi+,DTXSID6044430,"1,2-Diphenylethanone",DTXCID4024430,C14H12O,196.088815,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,7.09,0,,,0.732,2045030,,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,,2045030,,2.102764455,13.28465647,1.0618E-07,0.106180121
Mid,Esi+,DTXSID6044430,"1,2-Diphenylethanone",DTXCID4024430,C14H12O,196.088815,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,7.09,0,,,0.244,1061398,,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,,1061398,,2.102764455,13.28465647,5.51089E-08,0.055108907
Low,Esi+,DTXSID6044430,"1,2-Diphenylethanone",DTXCID4024430,C14H12O,196.088815,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,7.09,0,,,0.061,155329,,O=C(CC1=CC=CC=C1)C1=CC=CC=C1,,155329,,2.102764455,13.28465647,8.06485E-09,0.008064846
High,Esi+,DTXSID9048512,Ro 23-7637,DTXCID2028486,C33H40N2O,480.3140639,O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1,13.74,0,,,0.49,214543895,,O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1,,214543895,,4.43039593,14.19961873,1.35487E-06,1.3548694
Mid,Esi+,DTXSID9048512,Ro 23-7637,DTXCID2028486,C33H40N2O,480.3140639,O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1,13.74,0,,,0.122,59859255,,O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1,,59859255,,4.43039593,14.19961873,3.78018E-07,0.378018088
Low,Esi+,DTXSID9048512,Ro 23-7637,DTXCID2028486,C33H40N2O,480.3140639,O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1,13.74,0,,,0.024,9020628,,O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(CC1)C=C(C1=CC=CC=C1)C1=CC=CC=C1,,9020628,,4.43039593,14.19961873,5.69663E-08,0.056966304
High,Esi+,DTXSID7041629,"2,2'-Dibenzoylaminodiphenyl disulfide",DTXCID5021629,C26H20N2O2S2,456.0966202,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,10.69,0,,,0.49,20518864,,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,,20518864,,2.987832242,13.63256533,4.78176E-07,0.478176227
Mid,Esi+,DTXSID7041629,"2,2'-Dibenzoylaminodiphenyl disulfide",DTXCID5021629,C26H20N2O2S2,456.0966202,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,10.69,0,,,0.122,6575275,,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,,6575275,,2.987832242,13.63256533,1.53232E-07,0.153231689
Low,Esi+,DTXSID7041629,"2,2'-Dibenzoylaminodiphenyl disulfide",DTXCID5021629,C26H20N2O2S2,456.0966202,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,10.69,0,,,0.024,1025653,,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,,1025653,,2.987832242,13.63256533,2.3902E-08,0.023902048
High,Esi+,DTXSID8037752,Diphenyl isophthalate,DTXCID6017752,C20H14O4,318.0892089,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,10.96,0,,,0.49,931412,,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,,931412,,2.400193306,13.40157196,3.69462E-08,0.036946208
Mid,Esi+,DTXSID8037752,Diphenyl isophthalate,DTXCID6017752,C20H14O4,318.0892089,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,10.96,0,,,0.122,373633,,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,,373633,,2.400193306,13.40157196,1.48209E-08,0.014820855
Low,Esi+,DTXSID8037752,Diphenyl isophthalate,DTXCID6017752,C20H14O4,318.0892089,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,10.96,0,,,0.024,96894,,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,,96894,,2.400193306,13.40157196,3.84348E-09,0.003843483
High,Esi+,DTXSID3021778,Diphenyl phthalate,DTXCID801778,C20H14O4,318.0892089,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,9.92,0,,,0.732,40302816,,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,,40302816,,2.30161158,13.36282074,1.74789E-06,1.747892239
Mid,Esi+,DTXSID3021778,Diphenyl phthalate,DTXCID801778,C20H14O4,318.0892089,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,9.92,0,,,0.244,15614409,,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,,15614409,,2.30161158,13.36282074,6.77181E-07,0.677181076
Low,Esi+,DTXSID3021778,Diphenyl phthalate,DTXCID801778,C20H14O4,318.0892089,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,9.92,0,,,0.061,3144252,,O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,,3144252,,2.30161158,13.36282074,1.36363E-07,0.136363019
High,Esi+,DTXSID5025021,Dicyclohexyl phthalate,DTXCID505021,C20H26O4,330.1831093,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,12.76,0,,,0.098,25459090,1616087,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,,25459090,,3.027839061,13.6482915,5.72205E-07,0.572204638
Mid,Esi+,DTXSID5025021,Dicyclohexyl phthalate,DTXCID505021,C20H26O4,330.1831093,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,12.76,0,,,0.0244,6948289,302511,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,,6948289,,3.027839061,13.6482915,1.56166E-07,0.156165959
Low,Esi+,DTXSID5025021,Dicyclohexyl phthalate,DTXCID505021,C20H26O4,330.1831093,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,12.76,0,,,0.0048,1335781,76483,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,,1335781,,3.027839061,13.6482915,3.00223E-08,0.030022286
High,Esi+,DTXSID7029611,Triethylene glycol dibenzoate,DTXCID809611,C20H22O6,358.1416384,O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,9.06,0,,,0.49,5077743,,O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,5077743,,3.026684362,13.6478376,1.14244E-07,0.114243924
Mid,Esi+,DTXSID7029611,Triethylene glycol dibenzoate,DTXCID809611,C20H22O6,358.1416384,O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,9.06,0,,,0.122,1737446,,O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,1737446,,3.026684362,13.6478376,3.90907E-08,0.039090724
Low,Esi+,DTXSID7029611,Triethylene glycol dibenzoate,DTXCID809611,C20H22O6,358.1416384,O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,9.06,0,,,0.024,272451,,O=C(OCCOCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,272451,,3.026684362,13.6478376,6.12986E-09,0.006129863
High,Esi+,DTXSID8030423,"5,6-Benzoflavone",DTXCID6010423,C19H12O2,272.0837296,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,10.09,0,,,0.49,43905428,,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,,43905428,,3.759492353,13.93589508,5.08889E-07,0.50888908
Mid,Esi+,DTXSID8030423,"5,6-Benzoflavone",DTXCID6010423,C19H12O2,272.0837296,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,10.09,0,,,0.122,12558613,,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,,12558613,,3.759492353,13.93589508,1.45562E-07,0.145561524
Low,Esi+,DTXSID8030423,"5,6-Benzoflavone",DTXCID6010423,C19H12O2,272.0837296,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,10.09,0,,,0.024,2548314,,O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,,2548314,,3.759492353,13.93589508,2.95364E-08,0.02953642
High,Esi+,DTXSID2022048,Flavone,DTXCID602048,C15H10O2,222.0680796,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,7.28,0,,,0.49,26368508,,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,0.00000049,26368508,5.38133E+13,2.67245365,13.50859403,8.17507E-07,0.817507093
Mid,Esi+,DTXSID2022048,Flavone,DTXCID602048,C15H10O2,222.0680796,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,7.28,0,,,0.122,10159233,,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,0.000000122,10159233,8.32724E+13,2.67245365,13.50859403,3.14968E-07,0.314968334
Low,Esi+,DTXSID2022048,Flavone,DTXCID602048,C15H10O2,222.0680796,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,7.28,0,,,0.024,1971100,,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,0.000000024,1971100,8.21292E+13,2.67245365,13.50859403,6.11103E-08,0.06111033
High,Esi+,DTXSID2022707,Buspirone,DTXCID402707,C21H31N5O2,385.2477753,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,6.04,0,,,0.49,60660964,,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,0.00000049,60660964,1.23798E+14,3.528744975,13.84519123,8.66399E-07,0.866399268
Mid,Esi+,DTXSID2022707,Buspirone,DTXCID402707,C21H31N5O2,385.2477753,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,6.04,0,,,0.122,16136067,,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,0.000000122,16136067,1.32263E+14,3.528744975,13.84519123,2.30466E-07,0.230465784
Low,Esi+,DTXSID2022707,Buspirone,DTXCID402707,C21H31N5O2,385.2477753,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,6.04,0,,,0.024,2533786,,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,0.000000024,2533786,1.05574E+14,3.528744975,13.84519123,3.61892E-08,0.036189177
High,Esi+,DTXSID1027344,Azacyclotridecan-2-one,DTXCID107344,C12H23NO,197.1779644,O=C1CCCCCCCCCCCN1,7.29,0,,,0.49,32152911,,O=C1CCCCCCCCCCCN1,0.00000049,32152911,6.56182E+13,2.298867918,13.36174224,1.39791E-06,1.39790629
Mid,Esi+,DTXSID1027344,Azacyclotridecan-2-one,DTXCID107344,C12H23NO,197.1779644,O=C1CCCCCCCCCCCN1,7.29,0,,,0.122,12417761,,O=C1CCCCCCCCCCCN1,0.000000122,12417761,1.01785E+14,2.298867918,13.36174224,5.39885E-07,0.539884747
Low,Esi+,DTXSID1027344,Azacyclotridecan-2-one,DTXCID107344,C12H23NO,197.1779644,O=C1CCCCCCCCCCCN1,7.29,0,,,0.024,2292703,,O=C1CCCCCCCCCCCN1,0.000000024,2292703,9.55293E+13,2.298867918,13.36174224,9.96794E-08,0.099679433
High,Esi+,DTXSID1044481,"1,1'-Disulfanediyldiazepan-2-one",DTXCID9024481,C12H20N2O2S2,288.0966202,O=C1CCCCCN1SSN1CCCCCC1=O,5.3,0,,,0.49,28438792,,O=C1CCCCCN1SSN1CCCCCC1=O,0.00000049,28438792,5.80384E+13,2.77120587,13.54741227,8.06304E-07,0.806304119
Mid,Esi+,DTXSID1044481,"1,1'-Disulfanediyldiazepan-2-one",DTXCID9024481,C12H20N2O2S2,288.0966202,O=C1CCCCCN1SSN1CCCCCC1=O,5.3,0,,,0.122,9009497,,O=C1CCCCCN1SSN1CCCCCC1=O,0.000000122,9009497,7.38483E+13,2.77120587,13.54741227,2.5544E-07,0.255439631
Low,Esi+,DTXSID1044481,"1,1'-Disulfanediyldiazepan-2-one",DTXCID9024481,C12H20N2O2S2,288.0966202,O=C1CCCCCN1SSN1CCCCCC1=O,5.3,0,,,0.024,1624702,,O=C1CCCCCN1SSN1CCCCCC1=O,0.000000024,1624702,6.76959E+13,2.77120587,13.54741227,4.6064E-08,0.046063979
High,Esi+,DTXSID7044716,1-Cyclohexylpyrrolidin-2-one,DTXCID5024716,C10H17NO,167.1310142,O=C1CCCN1C1CCCCC1,4.03,0,,,0.49,19244720,,O=C1CCCN1C1CCCCC1,,19244720,,3.311516898,13.75980164,3.34588E-07,0.334587686
Mid,Esi+,DTXSID7044716,1-Cyclohexylpyrrolidin-2-one,DTXCID5024716,C10H17NO,167.1310142,O=C1CCCN1C1CCCCC1,4.03,0,,,0.122,6891439,,O=C1CCCN1C1CCCCC1,,6891439,,3.311516898,13.75980164,1.19814E-07,0.119814195
Low,Esi+,DTXSID7044716,1-Cyclohexylpyrrolidin-2-one,DTXCID5024716,C10H17NO,167.1310142,O=C1CCCN1C1CCCCC1,4.03,0,,,0.024,1299796,,O=C1CCCN1C1CCCCC1,,1299796,,3.311516898,13.75980164,2.25982E-08,0.022598185
High,Esi+,DTXSID1048172,PharmaGSID_48172,DTXCID2028147,C23H24N4O3S,436.1569118,O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,9.13,0,,,0.6222,33689160,,O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,6.222E-07,33689160,5.41452E+13,3.178979227,13.70770277,6.6037E-07,0.66037011
Mid,Esi+,DTXSID1048172,PharmaGSID_48172,DTXCID2028147,C23H24N4O3S,436.1569118,O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,9.13,0,,,0.2074,8729660,,O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,2.074E-07,8729660,4.20909E+13,3.178979227,13.70770277,1.71118E-07,0.171117551
Low,Esi+,DTXSID1048172,PharmaGSID_48172,DTXCID2028147,C23H24N4O3S,436.1569118,O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,9.13,0,,,0.05185,1551447,,O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,5.185E-08,1551447,2.99218E+13,3.178979227,13.70770277,3.04112E-08,0.030411243
High,Esi+,DTXSID0041220,"cis-1,2,3,6-Tetrahydrophthalimide",DTXCID106513,C8H9NO2,151.0633285,O=C1NC(=O)C2CC=CCC12,5.66,0,,,0.49,333906,,O=C1NC(=O)C2CC=CCC12,0.00000049,333906,6.81441E+11,1.548237321,13.06667892,2.86382E-08,0.028638173
Mid,Esi+,DTXSID0041220,"cis-1,2,3,6-Tetrahydrophthalimide",DTXCID106513,C8H9NO2,151.0633285,O=C1NC(=O)C2CC=CCC12,5.66,0,,,0.122,143096,,O=C1NC(=O)C2CC=CCC12,0.000000122,143096,1.17292E+12,1.548237321,13.06667892,1.22729E-08,0.012272939
Low,Esi+,DTXSID0041220,"cis-1,2,3,6-Tetrahydrophthalimide",DTXCID106513,C8H9NO2,151.0633285,O=C1NC(=O)C2CC=CCC12,5.66,0,,,0.024,,,O=C1NC(=O)C2CC=CCC12,0.000000024,,,1.548237321,13.06667892,,
High,Esi+,DTXSID0047456,"2-Norbornene-5,6-dicarboxylic anhydride",DTXCID8027456,C9H8O3,164.0473441,O=C1OC(=O)C2C3CC(C=C3)C12,8.29,0,,,0.49,230307,,O=C1OC(=O)C2C3CC(C=C3)C12,0.00000049,230307,4.70014E+11,1.447722776,13.02716793,2.16341E-08,0.021634118
Mid,Esi+,DTXSID0047456,"2-Norbornene-5,6-dicarboxylic anhydride",DTXCID8027456,C9H8O3,164.0473441,O=C1OC(=O)C2C3CC(C=C3)C12,8.29,0,,,0.122,88726,,O=C1OC(=O)C2C3CC(C=C3)C12,0.000000122,88726,7.27262E+11,1.447722776,13.02716793,8.33457E-09,0.008334566
Low,Esi+,DTXSID0047456,"2-Norbornene-5,6-dicarboxylic anhydride",DTXCID8027456,C9H8O3,164.0473441,O=C1OC(=O)C2C3CC(C=C3)C12,8.29,0,,,0.024,,,O=C1OC(=O)C2C3CC(C=C3)C12,0.000000024,,,1.447722776,13.02716793,,
High,Esi+,DTXSID8041799,Coumatetralyl,DTXCID00209798,C19H16O3,292.1099444,O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2,3.61,0,,,0.49,12750932,,O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2,,12750932,,3.29586686,13.75364981,2.2485E-07,0.224849599
Mid,Esi+,DTXSID8041799,Coumatetralyl,DTXCID00209798,C19H16O3,292.1099444,O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2,3.61,0,,,0.122,5918731,,O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2,,5918731,,3.29586686,13.75364981,1.04371E-07,0.104370746
Low,Esi+,DTXSID8041799,Coumatetralyl,DTXCID00209798,C19H16O3,292.1099444,O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2,3.61,0,,,0.024,952705,,O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2,,952705,,3.29586686,13.75364981,1.68E-08,0.016799975
High,Esi+,DTXSID2022121,Triphenylphosphine oxide,DTXCID402121,C18H15OP,278.0860521,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,7.37,0,,,0.49,35462555,,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.00000049,35462555,7.23726E+13,3.817997533,13.95889272,3.89832E-07,0.389831832
